#Header, frames per second, video resolution(hight width), total number of frames in video.
FPS: 30
RES: 1080 1920
TNF: 78
Skip: 1
#Data x, y, h, w, c, and l always in this order, for each lane. Sorted in order.
{1157, 192, 79, 60, 0, 1}{1140, 283, 38, 41, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 308, 40, 58, 5, 2}{1197, 219, 93, 81, 0, 3}{1180, 322, 47, 50, 5, 3}{1237, 234, 104, 85, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 411, 66, 64, 5, 5}{1339, 299, 141, 126, 0, 6}{1270, 446, 98, 97, 5, 6}{1427, 351, 184, 196, 0, 7}{1337, 544, 125, 117, 5, 7}{1605, 457, 243, 233, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1197, 219, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 234, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 299, 141, 126, 0, 6}{1278, 445, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 548, 121, 126, 5, 7}{1612, 448, 261, 224, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1196, 220, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 233, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 300, 141, 126, 0, 6}{1278, 445, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 548, 121, 126, 5, 7}{1608, 455, 256, 228, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1195, 219, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 232, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 299, 141, 126, 0, 6}{1279, 446, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 549, 121, 126, 5, 7}{1610, 457, 245, 224, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1196, 220, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 233, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 300, 141, 126, 0, 6}{1278, 447, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 550, 121, 126, 5, 7}{1610, 457, 245, 224, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1195, 219, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 232, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 299, 141, 126, 0, 6}{1279, 446, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 549, 121, 126, 5, 7}{1610, 458, 245, 224, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1196, 220, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 233, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 300, 141, 126, 0, 6}{1278, 447, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 550, 121, 126, 5, 7}{1610, 457, 245, 224, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1195, 219, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 232, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 299, 141, 126, 0, 6}{1279, 446, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 549, 121, 126, 5, 7}{1610, 458, 245, 224, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1196, 220, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 233, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 300, 141, 126, 0, 6}{1278, 447, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 550, 121, 126, 5, 7}{1610, 457, 245, 224, 0, 8}
{1157, 192, 79, 60, 0, 1}{1138, 285, 34, 43, 5, 1}{1175, 202, 69, 69, 0, 2}{1160, 309, 42, 57, 5, 2}{1195, 219, 93, 81, 0, 3}{1180, 324, 51, 49, 5, 3}{1230, 232, 107, 92, 0, 4}{1227, 392, 55, 51, 5, 4}{1278, 251, 132, 106, 0, 5}{1255, 414, 64, 61, 5, 5}{1339, 299, 141, 126, 0, 6}{1279, 446, 103, 87, 5, 6}{1427, 351, 184, 196, 0, 7}{1332, 549, 121, 126, 5, 7}{1610, 458, 245, 224, 0, 8}
