#Header, frames per second, video resolution(hight width), total number of frames in video.
FPS: 29.97
RES: 720 1280
TNF: 84
Skip: 1
#Data x, y, h, w, c, and l always in this order, for each lane. Sorted in order.
{777, 121, 66, 44, 0, 1}{760, 179, 35, 40, 5, 1}{797, 125, 72, 46, 0, 2}{781, 204, 31, 37, 5, 2}{811, 141, 66, 53, 0, 3}{790, 209, 44, 42, 5, 3}{830, 157, 67, 57, 0, 4}{816, 242, 38, 41, 5, 4}{848, 170, 83, 86, 0, 5}{833, 267, 41, 43, 5, 5}{892, 183, 113, 113, 0, 6}{955, 229, 125, 136, 0, 7}{1082, 275, 199, 168, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 179, 33, 36, 5, 1}{795, 130, 65, 47, 0, 2}{784, 203, 26, 32, 5, 2}{810, 143, 62, 55, 0, 3}{790, 212, 38, 41, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{835, 265, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 228, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{758, 180, 31, 40, 5, 1}{795, 130, 55, 44, 0, 2}{787, 202, 31, 34, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 38, 43, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 228, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 179, 35, 40, 5, 1}{793, 131, 59, 53, 0, 2}{785, 202, 33, 39, 5, 2}{810, 143, 62, 55, 0, 3}{790, 209, 44, 42, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 229, 129, 126, 0, 7}{1086, 293, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{791, 209, 41, 43, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 230, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 229, 129, 126, 0, 7}{1086, 293, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 230, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 229, 129, 126, 0, 7}{1086, 293, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 230, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 229, 129, 126, 0, 7}{1086, 293, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 230, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 229, 129, 126, 0, 7}{1086, 293, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 230, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{855, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 229, 129, 126, 0, 7}{1086, 293, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{856, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 230, 129, 126, 0, 7}{1086, 292, 171, 162, 0, 8}
{777, 124, 59, 45, 0, 1}{760, 181, 28, 37, 5, 1}{795, 130, 65, 47, 0, 2}{784, 202, 27, 37, 5, 2}{810, 143, 62, 55, 0, 3}{789, 211, 39, 45, 5, 3}{831, 159, 65, 59, 0, 4}{817, 241, 38, 41, 5, 4}{857, 172, 79, 71, 0, 5}{834, 267, 37, 35, 5, 5}{897, 192, 102, 106, 0, 6}{961, 229, 129, 126, 0, 7}{1086, 293, 171, 162, 0, 8}
