#Header, frames per second, video resolution(hight width), total number of frames in video.
FPS: 29.97
RES: 720 1280
TNF: 612
Skip: 3
#Data x, y, h, w, c, and l always in this order, for each lane. Sorted in order.
{710, 140, 25, 114, 2, 1}{849, 155, 25, 106, 2, 2}{710, 177, 30, 135, 3, 3}{1109, 197, 25, 135, 2, 4}{893, 228, 37, 157, 2, 5}{941, 269, 52, 240, 2, 6}{839, 324, 64, 257, 2, 7}{585, 478, 90, 374, 3, 8}
{710, 135, 36, 117, 2, 1}{857, 148, 31, 95, 2, 2}{708, 178, 34, 136, 3, 3}{1140, 197, 27, 115, 2, 4}{906, 236, 30, 163, 2, 5}{962, 273, 49, 230, 2, 6}{876, 324, 71, 244, 2, 7}{595, 505, 66, 388, 3, 8}
{775, 126, 36, 99, 2, 1}{795, 154, 31, 87, 2, 2}{642, 156, 34, 80, 2, 3}{764, 215, 35, 103, 2, 4}{543, 200, 44, 79, 2, 5}{436, 220, 59, 104, 2, 6}{291, 224, 63, 91, 2, 7}{81, 251, 41, 84, 3, 8}
{791, 136, 26, 87, 2, 1}{796, 146, 44, 75, 2, 2}{642, 160, 31, 78, 2, 3}{774, 216, 32, 90, 2, 4}{551, 213, 32, 69, 2, 5}{451, 231, 44, 91, 2, 6}{297, 236, 44, 98, 2, 7}{75, 248, 45, 88, 3, 8}
{787, 131, 37, 81, 2, 1}{795, 153, 39, 92, 2, 2}{642, 159, 34, 83, 2, 3}{778, 214, 39, 90, 2, 4}{548, 203, 45, 88, 2, 5}{455, 233, 36, 83, 2, 6}{311, 244, 35, 78, 2, 7}{78, 258, 38, 85, 2, 8}
{787, 130, 36, 100, 2, 1}{803, 156, 39, 96, 2, 2}{651, 161, 33, 70, 2, 3}{784, 215, 39, 88, 2, 4}{553, 215, 30, 70, 2, 5}{452, 227, 50, 95, 2, 6}{311, 245, 43, 75, 2, 7}{76, 259, 47, 90, 2, 8}
{783, 135, 29, 96, 2, 1}{798, 161, 37, 106, 2, 2}{649, 161, 33, 70, 2, 3}{786, 220, 32, 92, 2, 4}{548, 216, 31, 73, 2, 5}{456, 239, 40, 89, 2, 6}{309, 255, 37, 103, 2, 7}{76, 261, 42, 90, 2, 8}
{782, 132, 35, 101, 2, 1}{802, 152, 35, 91, 2, 2}{647, 168, 25, 78, 2, 3}{786, 216, 39, 98, 2, 4}{555, 209, 41, 73, 2, 5}{449, 232, 46, 104, 2, 6}{307, 251, 40, 79, 2, 7}{70, 263, 44, 99, 2, 8}
{784, 131, 41, 103, 2, 1}{787, 154, 41, 106, 2, 2}{646, 166, 28, 94, 2, 3}{776, 212, 46, 111, 2, 4}{553, 213, 33, 76, 2, 5}{459, 239, 42, 97, 2, 6}{304, 250, 37, 89, 2, 7}{66, 260, 57, 103, 2, 8}
{784, 132, 36, 101, 2, 1}{787, 154, 41, 106, 2, 2}{646, 169, 28, 99, 2, 3}{786, 220, 39, 99, 2, 4}{574, 212, 38, 64, 2, 5}{460, 242, 35, 87, 2, 6}{303, 249, 39, 101, 2, 7}{64, 261, 52, 110, 2, 8}
{781, 134, 38, 114, 2, 1}{784, 154, 41, 106, 2, 2}{646, 165, 29, 84, 2, 3}{784, 222, 37, 99, 2, 4}{564, 223, 28, 62, 2, 5}{454, 242, 45, 99, 2, 6}{304, 251, 42, 92, 2, 7}{61, 265, 50, 107, 2, 8}
{784, 132, 36, 97, 2, 1}{780, 154, 41, 106, 2, 2}{648, 157, 40, 83, 2, 3}{776, 224, 37, 112, 2, 4}{557, 222, 29, 67, 2, 5}{457, 244, 35, 103, 2, 6}{299, 249, 45, 100, 2, 7}{52, 261, 53, 103, 2, 8}
{787, 136, 34, 102, 2, 1}{801, 153, 45, 98, 2, 2}{644, 160, 40, 92, 2, 3}{775, 224, 35, 111, 2, 4}{549, 219, 35, 80, 2, 5}{466, 244, 42, 91, 2, 6}{301, 256, 48, 101, 2, 7}{58, 269, 50, 96, 2, 8}
{792, 135, 35, 96, 2, 1}{801, 153, 45, 98, 2, 2}{631, 165, 34, 110, 2, 3}{786, 222, 41, 106, 2, 4}{563, 219, 32, 78, 2, 5}{467, 252, 31, 96, 2, 6}{295, 256, 42, 109, 2, 7}{63, 271, 47, 89, 2, 8}
{782, 138, 35, 117, 2, 1}{797, 153, 45, 98, 2, 2}{642, 170, 33, 99, 2, 3}{789, 225, 41, 110, 2, 4}{568, 226, 32, 70, 2, 5}{459, 247, 38, 104, 2, 6}{303, 256, 44, 100, 2, 7}{62, 267, 53, 90, 2, 8}
{793, 133, 38, 99, 2, 1}{794, 153, 45, 98, 2, 2}{635, 163, 39, 100, 2, 3}{786, 220, 44, 115, 2, 4}{575, 231, 31, 67, 2, 5}{470, 250, 36, 95, 2, 6}{301, 261, 38, 104, 2, 7}{55, 269, 54, 98, 2, 8}
{792, 140, 30, 107, 2, 1}{789, 153, 45, 98, 2, 2}{634, 165, 38, 109, 2, 3}{790, 225, 41, 112, 2, 4}{572, 227, 31, 80, 2, 5}{466, 247, 42, 96, 2, 6}{296, 254, 49, 110, 2, 7}{50, 273, 51, 108, 2, 8}
{799, 138, 37, 94, 2, 1}{784, 153, 45, 98, 2, 2}{639, 161, 42, 97, 2, 3}{787, 222, 46, 116, 2, 4}{562, 220, 40, 84, 2, 5}{468, 254, 34, 99, 2, 6}{293, 263, 44, 111, 2, 7}{50, 271, 52, 122, 2, 8}
{793, 139, 34, 110, 2, 1}{794, 159, 47, 127, 2, 2}{641, 166, 39, 111, 2, 3}{793, 225, 47, 115, 2, 4}{568, 229, 31, 78, 2, 5}{477, 252, 41, 83, 2, 6}{303, 265, 41, 98, 2, 7}{50, 280, 56, 112, 2, 8}
{793, 137, 37, 108, 2, 1}{794, 159, 47, 127, 2, 2}{633, 163, 44, 113, 2, 3}{800, 228, 45, 112, 2, 4}{573, 230, 32, 78, 2, 5}{472, 260, 41, 104, 2, 6}{313, 264, 41, 92, 2, 7}{51, 279, 57, 116, 2, 8}
{794, 144, 32, 102, 2, 1}{791, 159, 47, 127, 2, 2}{631, 167, 39, 109, 2, 3}{798, 231, 39, 121, 2, 4}{582, 233, 35, 81, 2, 5}{479, 253, 52, 93, 2, 6}{309, 258, 51, 107, 2, 7}{50, 274, 67, 108, 2, 8}
{797, 139, 38, 92, 2, 1}{788, 159, 47, 127, 2, 2}{636, 169, 37, 109, 2, 3}{805, 230, 43, 117, 2, 4}{588, 239, 30, 81, 2, 5}{480, 261, 42, 104, 2, 6}{302, 269, 42, 100, 2, 7}{44, 278, 52, 112, 2, 8}
{799, 142, 30, 102, 2, 1}{816, 163, 44, 100, 2, 2}{640, 170, 38, 108, 2, 3}{810, 230, 43, 128, 2, 4}{590, 239, 31, 74, 2, 5}{485, 259, 47, 94, 2, 6}{306, 276, 36, 104, 2, 7}{63, 285, 47, 97, 2, 8}
{789, 138, 39, 112, 2, 1}{816, 163, 44, 100, 2, 2}{632, 171, 38, 117, 2, 3}{821, 227, 50, 110, 2, 4}{580, 238, 30, 81, 2, 5}{471, 260, 40, 114, 2, 6}{310, 275, 40, 113, 2, 7}{58, 284, 46, 90, 2, 8}
{798, 139, 34, 97, 2, 1}{812, 163, 44, 100, 2, 2}{654, 170, 42, 95, 2, 3}{825, 239, 37, 111, 2, 4}{588, 241, 31, 78, 2, 5}{493, 265, 39, 89, 2, 6}{308, 278, 44, 109, 2, 7}{61, 282, 57, 98, 2, 8}
{796, 141, 36, 108, 2, 1}{836, 174, 30, 97, 2, 2}{654, 170, 42, 95, 2, 3}{820, 234, 46, 108, 2, 4}{580, 239, 32, 72, 2, 5}{495, 256, 52, 86, 2, 6}{317, 276, 56, 111, 2, 7}{56, 288, 53, 98, 2, 8}
{795, 138, 38, 111, 2, 1}{836, 174, 30, 97, 2, 2}{652, 170, 42, 95, 2, 3}{821, 234, 45, 116, 2, 4}{586, 240, 32, 83, 2, 5}{483, 258, 46, 97, 2, 6}{311, 283, 46, 112, 2, 7}{67, 294, 51, 87, 2, 8}
{798, 139, 37, 97, 2, 1}{835, 174, 30, 97, 2, 2}{653, 170, 39, 94, 2, 3}{841, 240, 41, 107, 2, 4}{588, 244, 34, 88, 2, 5}{493, 275, 36, 105, 2, 6}{309, 283, 45, 127, 2, 7}{58, 290, 55, 95, 2, 8}
{802, 140, 41, 97, 2, 1}{827, 173, 33, 107, 2, 2}{653, 170, 39, 94, 2, 3}{845, 239, 42, 101, 2, 4}{606, 245, 34, 77, 2, 5}{493, 271, 39, 108, 2, 6}{312, 284, 44, 121, 2, 7}{63, 291, 57, 105, 2, 8}
