#Header, frames per second, video resolution(hight width), total number of frames in video.
FPS: 30
RES: 720 1280
TNF: 581
Skip: 3
#Data x, y, h, w, c, and l always in this order, for each lane. Sorted in order.
{0, 0, 0, 0, 0, 1}{38, 193, 157, 135, 0, 2}{322, 190, 125, 110, 0, 3}{496, 200, 98, 86, 0, 4}{599, 205, 79, 72, 0, 5}{682, 209, 66, 60, 0, 6}{740, 212, 56, 54, 0, 7}{785, 210, 53, 53, 0, 8}
{0, 0, 0, 0, 0, 1}{58, 201, 144, 145, 0, 2}{334, 198, 120, 103, 0, 3}{499, 205, 92, 98, 0, 4}{598, 205, 79, 81, 0, 5}{680, 205, 73, 70, 0, 6}{736, 211, 62, 63, 0, 7}{787, 213, 50, 55, 0, 8}
{0, 0, 0, 0, 0, 1}{66, 207, 141, 187, 0, 2}{342, 213, 105, 121, 0, 3}{501, 212, 83, 117, 0, 4}{605, 214, 69, 96, 0, 5}{700, 209, 66, 60, 0, 6}{748, 213, 54, 62, 0, 7}{790, 214, 49, 67, 0, 8}
{0, 0, 0, 0, 0, 1}{77, 239, 105, 243, 0, 2}{358, 221, 99, 136, 0, 3}{504, 222, 70, 168, 0, 4}{637, 213, 63, 88, 0, 5}{716, 215, 59, 64, 0, 6}{765, 212, 57, 65, 0, 7}{812, 223, 37, 77, 0, 8}
{0, 0, 0, 0, 1, 1}{112, 216, 123, 281, 1, 2}{364, 230, 86, 198, 0, 3}{530, 228, 74, 188, 0, 4}{646, 225, 46, 131, 0, 5}{723, 218, 46, 100, 0, 6}{797, 220, 40, 61, 0, 7}{852, 223, 34, 67, 1, 8}
{0, 0, 0, 0, 1, 1}{166, 227, 205, 270, 1, 2}{397, 242, 111, 213, 1, 3}{562, 242, 87, 184, 1, 4}{653, 208, 80, 173, 1, 5}{730, 209, 57, 107, 1, 6}{820, 217, 48, 69, 1, 7}{834, 227, 37, 101, 1, 8}
{0, 0, 0, 0, 1, 1}{221, 298, 207, 266, 1, 2}{447, 268, 128, 239, 1, 3}{597, 259, 111, 188, 1, 4}{681, 214, 103, 166, 1, 5}{757, 232, 61, 120, 1, 6}{834, 228, 52, 72, 1, 7}{871, 231, 54, 77, 1, 8}
{0, 0, 0, 0, 1, 1}{276, 356, 177, 283, 1, 2}{488, 308, 117, 236, 1, 3}{652, 282, 88, 151, 1, 4}{722, 250, 94, 149, 1, 5}{776, 247, 63, 134, 1, 6}{852, 239, 54, 75, 1, 7}{896, 244, 54, 72, 1, 8}
{0, 0, 0, 0, 1, 1}{329, 414, 150, 316, 1, 2}{540, 330, 90, 144, 1, 3}{688, 308, 63, 110, 1, 4}{766, 273, 68, 105, 1, 5}{794, 253, 68, 128, 1, 6}{855, 249, 57, 84, 1, 7}{907, 254, 45, 54, 1, 8}
{0, 588, 132, 143, 1, 1}{373, 483, 105, 391, 3, 2}{665, 396, 51, 208, 3, 3}{737, 343, 38, 72, 1, 4}{813, 306, 38, 68, 1, 5}{841, 270, 50, 92, 1, 6}{874, 265, 41, 62, 1, 7}{0, 0, 0, 0, 3, 8}
