#Header, frames per second, video resolution(hight width), total number of frames in video.
FPS: 30
RES: 1080 1920
TNF: 47
Skip: 1
#Data x, y, h, w, c, and l always in this order, for each lane. Sorted in order.
{1170, 197, 74, 57, 0, 1}{1150, 292, 35, 56, 5, 1}{1193, 202, 73, 61, 0, 2}{1188, 287, 59, 61, 5, 2}{1225, 225, 80, 63, 0, 3}{1198, 334, 48, 51, 5, 3}{1241, 239, 94, 98, 0, 4}{1215, 358, 53, 60, 5, 4}{1294, 260, 112, 93, 0, 5}{1263, 400, 78, 66, 5, 5}{1366, 305, 121, 146, 0, 6}{1283, 460, 85, 99, 5, 6}{1454, 366, 159, 156, 0, 7}{1373, 539, 128, 123, 5, 7}{1629, 447, 257, 223, 0, 8}{1555, 753, 177, 142, 5, 8}
{1169, 193, 75, 58, 0, 1}{1150, 292, 35, 56, 5, 1}{1191, 200, 78, 69, 0, 2}{1188, 287, 59, 61, 5, 2}{1223, 227, 73, 65, 0, 3}{1198, 334, 48, 51, 5, 3}{1241, 239, 97, 96, 0, 4}{1215, 358, 53, 60, 5, 4}{1302, 260, 110, 93, 0, 5}{1263, 400, 78, 66, 5, 5}{1345, 302, 123, 161, 0, 6}{1283, 460, 85, 99, 5, 6}{1446, 367, 163, 170, 0, 7}{1371, 540, 133, 123, 5, 7}{1629, 447, 257, 223, 0, 8}{1551, 749, 187, 149, 5, 8}
{1170, 196, 75, 57, 0, 1}{1150, 292, 35, 56, 5, 1}{1191, 208, 64, 61, 0, 2}{1188, 287, 59, 61, 5, 2}{1215, 224, 75, 66, 0, 3}{1198, 334, 48, 51, 5, 3}{1243, 240, 92, 88, 0, 4}{1215, 358, 53, 60, 5, 4}{1302, 264, 103, 93, 0, 5}{1263, 400, 78, 66, 5, 5}{1360, 307, 127, 136, 0, 6}{1282, 459, 85, 99, 5, 6}{1438, 375, 152, 172, 0, 7}{1371, 540, 133, 123, 5, 7}{1610, 456, 242, 245, 0, 8}{1560, 744, 188, 135, 5, 8}
{1164, 196, 75, 55, 0, 1}{1150, 292, 35, 56, 5, 1}{1190, 206, 71, 62, 0, 2}{1188, 287, 59, 61, 5, 2}{1212, 225, 75, 74, 0, 3}{1198, 334, 48, 51, 5, 3}{1236, 240, 96, 103, 0, 4}{1215, 358, 53, 60, 5, 4}{1292, 264, 105, 95, 0, 5}{1263, 400, 78, 66, 5, 5}{1356, 304, 131, 143, 0, 6}{1283, 460, 85, 99, 5, 6}{1440, 372, 153, 172, 0, 7}{1370, 539, 133, 123, 5, 7}{1610, 456, 242, 245, 0, 8}{1560, 744, 188, 135, 5, 8}
{1162, 196, 74, 57, 0, 1}{1150, 292, 35, 56, 5, 1}{1186, 210, 62, 63, 0, 2}{1188, 287, 59, 61, 5, 2}{1203, 231, 62, 73, 0, 3}{1198, 334, 48, 51, 5, 3}{1230, 243, 93, 102, 0, 4}{1215, 358, 53, 60, 5, 4}{1292, 265, 108, 87, 0, 5}{1263, 400, 78, 66, 5, 5}{1353, 305, 126, 137, 0, 6}{1282, 459, 85, 99, 5, 6}{1429, 379, 148, 181, 0, 7}{1371, 540, 133, 123, 5, 7}{1594, 468, 229, 260, 0, 8}{1559, 744, 188, 135, 5, 8}
{1162, 199, 72, 61, 0, 1}{1150, 292, 35, 56, 5, 1}{1177, 210, 70, 74, 0, 2}{1188, 287, 59, 61, 5, 2}{1206, 224, 53, 67, 0, 3}{1198, 334, 48, 51, 5, 3}{1225, 242, 103, 95, 0, 4}{1215, 358, 53, 60, 5, 4}{1284, 268, 96, 85, 0, 5}{1263, 400, 78, 66, 5, 5}{1348, 305, 132, 151, 0, 6}{1283, 460, 85, 99, 5, 6}{1417, 378, 147, 195, 0, 7}{1370, 539, 133, 123, 5, 7}{1581, 475, 210, 271, 0, 8}{1558, 744, 188, 135, 5, 8}
{1150, 196, 65, 64, 0, 1}{1150, 292, 35, 56, 5, 1}{1175, 209, 66, 63, 0, 2}{1188, 287, 59, 61, 5, 2}{1198, 230, 40, 80, 0, 3}{1198, 334, 48, 51, 5, 3}{1223, 245, 85, 87, 0, 4}{1215, 358, 53, 60, 5, 4}{1263, 273, 90, 110, 0, 5}{1263, 400, 78, 66, 5, 5}{1332, 305, 121, 167, 0, 6}{1282, 459, 85, 99, 5, 6}{1408, 385, 139, 196, 0, 7}{1371, 540, 133, 123, 5, 7}{1562, 491, 191, 285, 0, 8}{1559, 744, 188, 135, 5, 8}
{1146, 206, 35, 89, 0, 1}{1150, 292, 35, 56, 5, 1}{1170, 208, 60, 76, 0, 2}{1188, 287, 59, 61, 5, 2}{1196, 230, 42, 82, 0, 3}{1198, 334, 48, 51, 5, 3}{1206, 245, 85, 99, 0, 4}{1215, 358, 53, 60, 5, 4}{1260, 279, 81, 108, 0, 5}{1263, 400, 78, 66, 5, 5}{1323, 310, 116, 175, 0, 6}{1283, 460, 85, 99, 5, 6}{1389, 391, 127, 215, 0, 7}{1370, 539, 133, 123, 5, 7}{1528, 490, 192, 311, 0, 8}{1558, 744, 188, 135, 5, 8}
{1137, 206, 34, 85, 0, 1}{1150, 292, 35, 56, 5, 1}{1159, 212, 53, 87, 0, 2}{1188, 287, 59, 61, 5, 2}{1194, 233, 39, 79, 0, 3}{1198, 334, 48, 51, 5, 3}{1193, 249, 77, 104, 0, 4}{1215, 358, 53, 60, 5, 4}{1254, 280, 79, 114, 0, 5}{1263, 400, 78, 66, 5, 5}{1299, 311, 114, 192, 0, 6}{1282, 459, 85, 99, 5, 6}{1376, 398, 120, 224, 0, 7}{1371, 540, 133, 123, 5, 7}{1515, 497, 173, 329, 0, 8}{1559, 742, 188, 135, 5, 8}
{1135, 199, 45, 93, 0, 1}{1150, 292, 35, 56, 5, 1}{1154, 212, 46, 93, 0, 2}{1188, 287, 59, 61, 5, 2}{1185, 236, 31, 83, 0, 3}{1198, 334, 48, 51, 5, 3}{1185, 257, 59, 112, 0, 4}{1215, 358, 53, 60, 5, 4}{1243, 283, 76, 118, 0, 5}{1263, 400, 78, 66, 5, 5}{1280, 317, 104, 211, 0, 6}{1285, 460, 85, 99, 5, 6}{1353, 398, 119, 242, 0, 7}{1370, 541, 133, 123, 5, 7}{1477, 499, 171, 356, 0, 8}{1558, 742, 188, 135, 5, 8}
