1,-1,3394,1406,112,156,0.989329,0
1,-1,2806,1242,100,127,0.987933,0
1,-1,2137,1049,93,109,0.985559,0
1,-1,2559,1172,87,119,0.976755,0
1,-1,3080,1310,102,146,0.963798,0
1,-1,1778,951,101,107,0.950868,0
1,-1,2338,1106,83,122,0.927525,0
1,-1,1943,997,94,110,0.924177,0
2,-1,3395,1403,112,158,0.99114,0
2,-1,2806,1244,101,123,0.987111,0
2,-1,2138,1050,93,107,0.982176,0
2,-1,2559,1174,88,117,0.978397,0
2,-1,3081,1311,102,145,0.967619,0
2,-1,2336,1107,84,123,0.948853,0
2,-1,1778,949,103,109,0.928628,0
2,-1,1941,998,98,110,0.924337,0
3,-1,3398,1405,107,155,0.992094,0
3,-1,2807,1243,99,127,0.990223,0
3,-1,2135,1050,96,108,0.983229,0
3,-1,2559,1171,87,117,0.982122,0
3,-1,1776,951,100,107,0.95575,0
3,-1,3079,1311,102,145,0.943426,0
3,-1,2337,1108,84,118,0.941043,0
3,-1,1942,996,97,111,0.935337,0
4,-1,3399,1402,107,156,0.995269,0
4,-1,2804,1240,99,128,0.992826,0
4,-1,2556,1170,87,117,0.979323,0
4,-1,2131,1048,95,109,0.978234,0
4,-1,3079,1314,104,143,0.950267,0
4,-1,2336,1107,82,120,0.944354,0
4,-1,1943,994,94,111,0.938975,0
4,-1,1772,949,103,108,0.900489,0
5,-1,3400,1402,106,154,0.994308,0
5,-1,2805,1240,99,129,0.99213,0
5,-1,2556,1170,88,117,0.97981,0
5,-1,2130,1048,96,109,0.977928,0
5,-1,2336,1107,82,120,0.942907,0
5,-1,3080,1312,103,143,0.940291,0
5,-1,1942,992,96,112,0.937709,0
5,-1,1773,950,103,107,0.910869,0
6,-1,3396,1404,113,158,0.9924,0
6,-1,2806,1241,100,128,0.986696,0
6,-1,2135,1051,96,108,0.980708,0
6,-1,2559,1171,87,118,0.97872,0
6,-1,2338,1109,83,117,0.956797,0
6,-1,1776,951,101,107,0.953134,0
6,-1,3079,1311,102,146,0.952022,0
6,-1,1941,996,98,110,0.942813,0
7,-1,2806,1244,100,125,0.987936,0
7,-1,3400,1406,109,155,0.982618,0
7,-1,2560,1175,87,116,0.979948,0
7,-1,2139,1054,93,102,0.978259,0
7,-1,2335,1110,84,118,0.968424,0
7,-1,3083,1313,100,142,0.952686,0
7,-1,1778,949,104,108,0.937621,0
7,-1,1941,999,98,111,0.916817,0
8,-1,3397,1403,112,158,0.991235,0
8,-1,2805,1243,100,125,0.98408,0
8,-1,2558,1174,88,116,0.982926,0
8,-1,2136,1052,94,106,0.980402,0
8,-1,2336,1110,85,118,0.973751,0
8,-1,3082,1312,101,144,0.960941,0
8,-1,1942,998,97,110,0.92695,0
8,-1,1779,949,103,108,0.918597,0
9,-1,3396,1403,113,158,0.99418,0
9,-1,2806,1242,100,127,0.987014,0
9,-1,2134,1053,96,106,0.983101,0
9,-1,2559,1172,86,118,0.981502,0
9,-1,2337,1111,84,115,0.965231,0
9,-1,3080,1311,101,147,0.953969,0
9,-1,1778,951,100,107,0.944846,0
9,-1,1942,998,96,110,0.939735,0
10,-1,3397,1403,111,157,0.993697,0
10,-1,2805,1244,101,127,0.991724,0
10,-1,2132,1053,98,105,0.981009,0
10,-1,2558,1170,87,120,0.97908,0
10,-1,1777,951,100,107,0.956646,0
10,-1,2336,1109,84,116,0.956344,0
10,-1,1940,995,100,112,0.946067,0
10,-1,3079,1313,102,143,0.939054,0
11,-1,3398,1403,109,156,0.993008,0
11,-1,2805,1242,100,128,0.992181,0
11,-1,2133,1052,97,107,0.982099,0
11,-1,2557,1169,87,120,0.976753,0
11,-1,1776,950,99,108,0.949415,0
11,-1,1941,995,98,111,0.94063,0
11,-1,2336,1109,84,117,0.940281,0
11,-1,3080,1311,101,147,0.933891,0
12,-1,3399,1402,111,158,0.992913,0
12,-1,2806,1242,100,126,0.987836,0
12,-1,2133,1051,96,108,0.984139,0
12,-1,2558,1171,86,119,0.980586,0
12,-1,2336,1110,84,117,0.96373,0
12,-1,3080,1306,102,154,0.953098,0
12,-1,1779,950,99,107,0.936843,0
12,-1,1943,997,95,109,0.931951,0
13,-1,3399,1403,111,158,0.98857,0
13,-1,2804,1242,101,124,0.983508,0
13,-1,2136,1050,94,109,0.983502,0
13,-1,2557,1174,88,116,0.982345,0
13,-1,2336,1110,86,118,0.975114,0
13,-1,3082,1311,101,145,0.958294,0
13,-1,1943,997,95,110,0.928934,0
13,-1,1779,948,101,108,0.889177,0
14,-1,3398,1403,111,158,0.991557,0
14,-1,2136,1050,95,108,0.985326,0
14,-1,2804,1243,102,124,0.982214,0
14,-1,2557,1173,87,118,0.982138,0
14,-1,2336,1111,86,117,0.973074,0
14,-1,3081,1310,101,147,0.960809,0
14,-1,1778,950,103,107,0.920908,0
14,-1,1943,998,95,110,0.913965,0
15,-1,3398,1404,110,155,0.993439,0
15,-1,2805,1243,100,127,0.99059,0
15,-1,2134,1053,96,107,0.984265,0
15,-1,2557,1170,86,121,0.978816,0
15,-1,2336,1109,84,116,0.955147,0
15,-1,1777,950,100,108,0.943825,0
15,-1,1942,996,97,110,0.936642,0
15,-1,3080,1309,101,151,0.935695,0
16,-1,2801,1242,101,129,0.995545,0
16,-1,3400,1402,106,154,0.992126,0
16,-1,2133,1053,97,107,0.979448,0
16,-1,2557,1169,87,120,0.976259,0
16,-1,2336,1108,83,118,0.95964,0
16,-1,1775,951,101,107,0.958453,0
16,-1,3078,1310,103,146,0.955478,0
16,-1,1941,995,99,111,0.944525,0
17,-1,2802,1242,101,129,0.995372,0
17,-1,3400,1403,107,154,0.992264,0
17,-1,2133,1052,97,108,0.979838,0
17,-1,2557,1169,87,121,0.976658,0
17,-1,1775,951,101,107,0.957775,0
17,-1,2336,1108,82,118,0.957656,0
17,-1,3078,1311,103,146,0.952766,0
17,-1,1941,994,99,112,0.944912,0
18,-1,3398,1404,110,155,0.994242,0
18,-1,2804,1242,100,127,0.992437,0
18,-1,2134,1051,96,109,0.984582,0
18,-1,2557,1170,87,120,0.979387,0
18,-1,1777,951,101,107,0.958671,0
18,-1,2336,1109,85,117,0.954524,0
18,-1,3079,1307,102,153,0.952165,0
18,-1,1942,996,96,110,0.934283,0
19,-1,3398,1404,111,155,0.994308,0
19,-1,2804,1242,100,127,0.990446,0
19,-1,2134,1051,96,109,0.985534,0
19,-1,2557,1171,87,120,0.979794,0
19,-1,2335,1108,86,118,0.958123,0
19,-1,3079,1306,103,152,0.952969,0
19,-1,1779,951,99,107,0.950407,0
19,-1,1943,996,95,111,0.936789,0
20,-1,2801,1242,101,127,0.993953,0
20,-1,3399,1404,108,150,0.991388,0
20,-1,2132,1051,96,109,0.983256,0
20,-1,2557,1169,87,120,0.97905,0
20,-1,2337,1108,82,118,0.954689,0
20,-1,3077,1310,104,146,0.951734,0
20,-1,1776,950,100,108,0.945908,0
20,-1,1941,995,98,111,0.936711,0
21,-1,3400,1404,106,149,0.993139,0
21,-1,2796,1242,102,125,0.992247,0
21,-1,2555,1171,88,117,0.977547,0
21,-1,2130,1048,96,109,0.975303,0
21,-1,2338,1108,81,119,0.959449,0
21,-1,3076,1309,106,147,0.956367,0
21,-1,1779,948,99,111,0.905259,0
21,-1,1943,991,95,112,0.897143,0
22,-1,2797,1243,102,126,0.993769,0
22,-1,3400,1403,106,150,0.992536,0
22,-1,2556,1170,86,118,0.973181,0
22,-1,2131,1049,96,108,0.972694,0
22,-1,3078,1310,105,145,0.965424,0
22,-1,2337,1108,82,118,0.964306,0
22,-1,1778,947,99,112,0.907946,0
22,-1,1943,992,95,112,0.889561,0
23,-1,2802,1242,101,126,0.992233,0
23,-1,3400,1403,107,152,0.991492,0
23,-1,2132,1051,96,108,0.980904,0
23,-1,2557,1169,87,120,0.977826,0
23,-1,2337,1109,83,117,0.948962,0
23,-1,3078,1310,103,147,0.946669,0
23,-1,1776,950,100,109,0.941444,0
23,-1,1942,993,96,112,0.926067,0
24,-1,3399,1404,109,152,0.993255,0
24,-1,2803,1242,101,126,0.99221,0
24,-1,2133,1049,96,110,0.984523,0
24,-1,2557,1171,87,119,0.981066,0
24,-1,1779,951,99,107,0.95597,0
24,-1,2336,1109,84,117,0.950269,0
