1,1,3394,1406,112,156,1,-1,-1,-1
1,2,2806,1242,100,127,1,-1,-1,-1
1,3,2137,1049,93,109,1,-1,-1,-1
1,4,2559,1172,87,119,1,-1,-1,-1
1,5,3080,1310,102,146,1,-1,-1,-1
1,6,1778,951,101,107,1,-1,-1,-1
1,7,2338,1106,83,122,1,-1,-1,-1
1,8,1943,997,94,110,1,-1,-1,-1
2,1,3394.91,1403.27,112.001,157.819,1,-1,-1,-1
2,2,2806,1243.82,100.914,123.352,1,-1,-1,-1
2,3,2137.91,1049.91,93.0012,107.179,1,-1,-1,-1
2,4,2559,1173.82,87.9109,117.177,1,-1,-1,-1
2,5,3080.91,1310.91,102,145.09,1,-1,-1,-1
2,6,1778,949.179,102.821,108.822,1,-1,-1,-1
2,7,2336.18,1106.91,83.9102,122.911,1,-1,-1,-1
2,8,1941.18,997.91,97.6398,110,1,-1,-1,-1
3,1,3396.47,1404.13,109.481,156.413,1,-1,-1,-1
3,2,2806.5,1243.43,99.964,125.156,1,-1,-1,-1
3,3,2136.44,1049.95,94.5144,107.603,1,-1,-1,-1
3,4,2559,1172.4,87.4514,117.086,1,-1,-1,-1
3,5,3079.94,1310.96,102,145.044,1,-1,-1,-1
3,6,1776.99,950.096,101.401,107.908,1,-1,-1,-1
3,7,2336.59,1107.47,83.9678,120.41,1,-1,-1,-1
3,8,1941.59,996.947,97.3207,110.501,1,-1,-1,-1
4,1,3397.45,1403.33,108.522,156.221,1,-1,-1,-1
4,2,2805.52,1242.12,99.6151,126.221,1,-1,-1,-1
4,3,2134.33,1049.2,94.7138,108.145,1,-1,-1,-1
4,4,2557.84,1171.46,87.277,117.047,1,-1,-1,-1
4,5,3079.58,1312.13,102.757,144.266,1,-1,-1,-1
4,6,1775.06,949.675,102.003,107.945,1,-1,-1,-1
4,7,2336.36,1107.29,83.2109,120.233,1,-1,-1,-1
4,8,1942.13,995.816,96.0594,110.669,1,-1,-1,-1
5,1,3398.34,1402.88,107.65,155.424,1,-1,-1,-1
5,2,2805.3,1241.41,99.4423,127.133,1,-1,-1,-1
5,3,2132.81,1048.77,95.1613,108.459,1,-1,-1,-1
5,4,2557.19,1170.93,87.5127,117.035,1,-1,-1,-1
5,5,3079.72,1312.09,102.831,143.849,1,-1,-1,-1
5,6,1774.32,949.774,102.325,107.636,1,-1,-1,-1
5,7,2336.23,1107.2,82.7936,120.12,1,-1,-1,-1
5,8,1942.08,994.502,96.0438,111.099,1,-1,-1,-1
6,1,3397.65,1403.19,109.299,156.293,1,-1,-1,-1
