1, -1, 64, 571, 400, 61, 0.998253, -1, -1, -1
1, -1, 21, 328, 190, 42, 0.997317, -1, -1, -1
1, -1, 210, 253, 136, 26, 0.988737, -1, -1, -1
1, -1, 198, 283, 183, 32, 0.986115, -1, -1, -1
1, -1, 63, 406, 223, 39, 0.95149, -1, -1, -1
1, -1, 351, 228, 124, 20, 0.722559, -1, -1, -1
2, -1, 51, 572, 418, 58, 0.998911, -1, -1, -1
2, -1, 211, 253, 133, 26, 0.996763, -1, -1, -1
2, -1, 20, 328, 194, 42, 0.996246, -1, -1, -1
2, -1, 199, 282, 181, 35, 0.990637, -1, -1, -1
2, -1, 47, 407, 242, 37, 0.986505, -1, -1, -1
2, -1, 353, 228, 120, 20, 0.735654, -1, -1, -1
2, -1, 463, 191, 92, 22, 0.579853, -1, -1, -1
3, -1, 38, 573, 437, 55, 0.99899, -1, -1, -1
3, -1, 18, 328, 196, 42, 0.993416, -1, -1, -1
3, -1, 198, 282, 181, 35, 0.993395, -1, -1, -1
3, -1, 211, 253, 132, 26, 0.991109, -1, -1, -1
3, -1, 39, 408, 249, 36, 0.976786, -1, -1, -1
3, -1, 353, 228, 120, 21, 0.860826, -1, -1, -1
3, -1, 464, 191, 91, 22, 0.726382, -1, -1, -1
4, -1, 31, 572, 400, 57, 0.996747, -1, -1, -1
4, -1, 4, 327, 241, 41, 0.994994, -1, -1, -1
4, -1, 200, 253, 134, 27, 0.994935, -1, -1, -1
4, -1, 196, 281, 184, 36, 0.991755, -1, -1, -1
4, -1, 40, 409, 250, 34, 0.935008, -1, -1, -1
4, -1, 354, 228, 119, 21, 0.867606, -1, -1, -1
4, -1, 463, 191, 92, 22, 0.703118, -1, -1, -1
5, -1, 24, 573, 398, 54, 0.997247, -1, -1, -1
5, -1, 200, 252, 133, 29, 0.995842, -1, -1, -1
5, -1, 2, 327, 240, 41, 0.9943, -1, -1, -1
5, -1, 195, 281, 186, 36, 0.991889, -1, -1, -1
5, -1, 18, 401, 239, 45, 0.961794, -1, -1, -1
5, -1, 353, 228, 120, 21, 0.914574, -1, -1, -1
5, -1, 462, 191, 95, 22, 0.832748, -1, -1, -1
6, -1, 533, 225, 106, 31, 0.998857, -1, -1, -1
6, -1, 690, 291, 135, 37, 0.998043, -1, -1, -1
6, -1, 892, 316, 120, 36, 0.994431, -1, -1, -1
6, -1, 448, 139, 76, 34, 0.990685, -1, -1, -1
6, -1, 532, 189, 111, 31, 0.933791, -1, -1, -1
6, -1, 498, 161, 103, 33, 0.87651, -1, -1, -1
6, -1, 636, 248, 119, 25, 0.649657, -1, -1, -1
7, -1, 532, 224, 108, 32, 0.998036, -1, -1, -1
7, -1, 692, 291, 130, 37, 0.998033, -1, -1, -1
7, -1, 893, 316, 120, 37, 0.993578, -1, -1, -1
7, -1, 540, 187, 113, 32, 0.981467, -1, -1, -1
7, -1, 447, 139, 76, 34, 0.940513, -1, -1, -1
7, -1, 501, 161, 99, 33, 0.917165, -1, -1, -1
7, -1, 638, 247, 114, 27, 0.695148, -1, -1, -1
8, -1, 541, 223, 111, 32, 0.99832, -1, -1, -1
8, -1, 692, 292, 130, 35, 0.995563, -1, -1, -1
8, -1, 893, 315, 122, 38, 0.991416, -1, -1, -1
8, -1, 531, 189, 112, 31, 0.988672, -1, -1, -1
8, -1, 452, 144, 91, 32, 0.968893, -1, -1, -1
8, -1, 501, 163, 114, 29, 0.862742, -1, -1, -1
8, -1, 644, 248, 102, 32, 0.67894, -1, -1, -1
9, -1, 537, 223, 116, 32, 0.998647, -1, -1, -1
9, -1, 690, 291, 132, 36, 0.995573, -1, -1, -1
9, -1, 537, 188, 118, 31, 0.994196, -1, -1, -1
9, -1, 888, 318, 132, 34, 0.99176, -1, -1, -1
9, -1, 458, 141, 79, 33, 0.989824, -1, -1, -1
9, -1, 502, 163, 114, 29, 0.754697, -1, -1, -1
9, -1, 647, 246, 101, 29, 0.710118, -1, -1, -1
