#Header, frames per second, video resolution(hight width), total number of frames in video.
FPS: 29.97
RES: 720 1280
TNF: 84
#Data x, y, h, w, c, and l always in this order, for each lane. Sorted in order.
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{892, 183, 113, 113, 1, 6}{955, 229, 125, 136, 1, 7}{1082, 275, 199, 168, 1, 8}
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{886, 194, 94, 117, 1, 6}{954, 221, 135, 137, 1, 7}{1082, 274, 199, 168, 1, 8}
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{889, 190, 103, 113, 1, 6}{954, 222, 140, 138, 1, 7}{1082, 275, 199, 168, 1, 8}
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{889, 192, 105, 113, 1, 6}{946, 226, 129, 142, 1, 7}{1082, 274, 199, 168, 1, 8}
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{890, 193, 101, 110, 1, 6}{958, 222, 132, 128, 1, 7}{1082, 275, 199, 168, 1, 8}
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{892, 192, 104, 114, 1, 6}{957, 219, 141, 130, 1, 7}{1082, 274, 199, 168, 1, 8}
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{887, 193, 97, 114, 1, 6}{961, 214, 147, 131, 1, 7}{1082, 275, 199, 168, 1, 8}
{830, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{895, 198, 97, 110, 1, 6}{957, 220, 138, 133, 1, 7}{1082, 274, 199, 168, 1, 8}
{831, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{895, 196, 97, 111, 1, 6}{953, 221, 135, 140, 1, 7}{1082, 275, 199, 168, 1, 8}
{831, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{891, 194, 99, 106, 1, 6}{955, 217, 145, 141, 1, 7}{1082, 274, 199, 168, 1, 8}
{831, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{889, 200, 95, 115, 1, 6}{961, 224, 133, 134, 1, 7}{1082, 275, 199, 168, 1, 8}
{831, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{884, 194, 94, 116, 1, 6}{957, 218, 138, 134, 1, 7}{1082, 274, 199, 168, 1, 8}
{831, 157, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{891, 195, 99, 110, 1, 6}{957, 226, 134, 132, 1, 7}{1082, 275, 199, 168, 1, 8}
{830, 158, 67, 57, 1, 4}{848, 170, 83, 86, 1, 5}{885, 192, 102, 120, 1, 6}{956, 220, 140, 136, 1, 7}{1082, 274, 199, 168, 1, 8}
{812, 156, 61, 65, 1, 4}{848, 170, 83, 86, 1, 5}{869, 196, 100, 130, 1, 6}{937, 225, 136, 155, 1, 7}{1078, 273, 199, 168, 1, 8}
{790, 159, 67, 85, 1, 4}{834, 175, 79, 89, 1, 5}{843, 201, 100, 141, 1, 6}{904, 243, 111, 181, 1, 7}{1038, 304, 157, 208, 1, 8}
{758, 162, 57, 105, 1, 4}{805, 170, 85, 130, 1, 5}{804, 204, 86, 169, 1, 6}{853, 247, 102, 214, 1, 7}{981, 314, 139, 257, 1, 8}
{735, 169, 49, 118, 1, 4}{776, 177, 70, 142, 1, 5}{759, 196, 73, 188, 2, 6}{809, 237, 87, 217, 1, 7}{917, 309, 149, 293, 1, 8}
{713, 179, 39, 132, 2, 4}{725, 180, 61, 165, 2, 5}{712, 208, 76, 203, 2, 6}{742, 238, 104, 229, 2, 7}{852, 335, 116, 309, 2, 8}
{679, 185, 61, 134, 2, 4}{714, 192, 76, 143, 2, 5}{673, 234, 91, 191, 2, 6}{691, 271, 116, 223, 2, 7}{781, 356, 122, 324, 2, 8}
{648, 198, 71, 122, 2, 4}{668, 205, 85, 160, 2, 5}{624, 261, 95, 196, 2, 6}{644, 296, 132, 218, 2, 7}{681, 375, 144, 329, 2, 8}
{627, 210, 68, 110, 2, 4}{631, 211, 95, 162, 2, 5}{595, 287, 86, 172, 2, 6}{610, 333, 121, 196, 2, 7}{630, 412, 143, 318, 2, 8}
{595, 222, 59, 115, 2, 4}{622, 228, 86, 131, 2, 5}{550, 310, 69, 177, 2, 6}{560, 365, 94, 201, 2, 7}{550, 442, 132, 327, 2, 8}
{593, 244, 40, 100, 4, 4}{569, 257, 66, 155, 2, 5}{527, 325, 59, 202, 4, 6}{506, 385, 89, 229, 4, 7}{480, 472, 121, 339, 2, 8}
{541, 255, 35, 126, 4, 4}{535, 292, 29, 157, 4, 5}{473, 329, 64, 228, 4, 6}{442, 393, 93, 253, 4, 7}{419, 522, 83, 360, 4, 8}
{538, 262, 28, 144, 4, 4}{522, 295, 29, 165, 4, 5}{432, 342, 48, 281, 4, 6}{411, 394, 89, 267, 4, 7}{419, 522, 83, 360, 4, 8}
{504, 251, 37, 149, 4, 4}{487, 294, 32, 156, 4, 5}{409, 341, 50, 283, 4, 6}{358, 419, 68, 275, 4, 7}{307, 526, 91, 365, 4, 8}
{504, 251, 37, 149, 4, 4}{463, 295, 35, 157, 4, 5}{389, 341, 41, 289, 4, 6}{329, 436, 47, 294, 4, 7}{263, 554, 61, 363, 4, 8}
